,index,utterance,intentClass
13538,13542,are your retarded?,E
13539,13543,Really? He is since 2-3 minutes.,A
13540,13544,sec [SEPA] yea,O
13541,13545,good asshole,E
13542,13546,not this time,O
13543,13547,noob pa,E
13544,13548,i scare,O
13545,13549,GG,O
13546,13550,(,O
13547,13551,s,O
13548,13552,afk?,O
13549,13553,noobs,E
13550,13554,I dropped divine,O
13551,13555,<3,O
13552,13556,Neat,O
13553,13557,ggwp,O
13554,13558,what's up rape mid?,E
13555,13559,wish people could play balanced heroes [SEPA] that'd be great,O
13556,13560,sry,O
13557,13561,k,O
13558,13562,gg,O
13559,13563,troll got lucky this game,O
13560,13564,gg wp [SEPA] end it please,O
13561,13565,GGWP [SEPA] End.,O
13562,13566,),O
13563,13567,gg,O
13564,13568,GGWP,O
13565,13569,SENT OUT COURI,O
13566,13570,morph[ dc,A
13567,13571,XD [SEPA] XD [SEPA] RELAX BRO,O
13568,13572,game lost,O
13569,13573,end,O
13570,13574,gj :) [SEPA] so stong [SEPA] strong,O
13571,13575,?,O
13572,13576,Ayylotus,O
13573,13577,coz hes noob,E
13574,13578,U MID KUNKKA GIOVE ME A BREAK HAHA,O
13575,13579,TT when you win [SEPA] not when you lose [SEPA] hhaha,O
13576,13580,sad,O
13577,13581,k/d,O
13578,13582,thank my cimputer for crashing [SEPA] XD,O
13579,13583,...?,O
13580,13584,nice play ember,O
13581,13585,ggwp,O
13582,13586,ez,I
13583,13587,hahah,O
13584,13588,ez gold,I
13585,13589,end,O
13586,13590,daaamn,O
13587,13591,i am caucasian but thank you for representing other races,O
13588,13592,XD,O
13589,13593,Gg,O
13590,13594,alch picker [SEPA] retard,E
13591,13595,LOOOL,O
13592,13596,mid [SEPA] fucking hc and mid iditos,E
13593,13597,rubick more farm than me,O
13594,13598,Commend,A
13595,13599,mongol fuck off,E
13596,13600,you did fucking shocking,E
13597,13601,report ty,A
13598,13602,__?,O
13599,13603,fuck off,E
13600,13604,not really,O
13601,13605,[SEPA] Ez,I
13602,13606,gg bro,O
13603,13607,[SEPA] my fcken friend is so fcken stewped,E
13604,13608,haha,O
13605,13609,lol,O
13606,13610,ty volvo,O
13607,13611,gj,O
13608,13612,lol refresher for ?,O
13609,13613,this gryo [SEPA] blackhole creeps now? [SEPA] lets env,O
13610,13614,when u go to a retard hospital do u fell like talking to them? [SEPA] no right [SEPA] exactly,E
13611,13615,kk,O
13612,13616,dont kill healing wards hey,O
13613,13617,gg,O
13614,13618,goteem,O
13615,13619,go away,O
13616,13620,KappaPride,O
13617,13621,BYE,O
13618,13622,wotah,O
13619,13623,just end [SEPA] my team is retarded,E
13620,13624,No,O
13621,13625,hahaha [SEPA] sad bois,O
13622,13626,crispy,O
13623,13627,the bait,O
13624,13628,haha [SEPA] ./.,O
13625,13629,end,O
13626,13630,just farm am [SEPA] hehe,O
13627,13631,"Still can't win, dumb fucks",E
13628,13632,did your friend give on you,O
13629,13633,2 miss,O
13630,13634,gg,O
13631,13635,ez -25mmr,I
13632,13636,who even bothers,O
13633,13637,AHAHAHA [SEPA] GGG [SEPA] report injoker [SEPA] Wasted effort to support stupid team8,E
13634,13638,me 2,O
13635,13639,pick a lane n push,A
13636,13640,jajajaja,O
13637,13641,lel,O
13638,13642,Piece,O
13639,13643,HAHA,O
13640,13644,more like this mirana [SEPA] sven [SEPA] combo,O
13641,13645,:),O
13642,13646,lol,O
13643,13647,|ez mmr,I
13644,13648,gg,O
13645,13649,lina cant rape ember FeelsBadMan,E
13646,13650,he's afk bro,A
13647,13651,GG,O
13648,13652,COMMEND [SEPA] bacan,A
13649,13653,wp,O
13650,13654,w8,A
13651,13655,ion your pick,O
13652,13656,hahaha,O
13653,13657,AW [SEPA] HAHA,O
13654,13658,why did you piss him off,E
13655,13659,haha,O
13656,13660,IM ENJOYING MY TIME IN HELL,O
13657,13661,john cena always gotta carry these 5k bois,O
13658,13662,fuck you,E
13659,13663,i dont think,O
13660,13664,NOOB TINY ? [SEPA] HAHHAHA,E
13661,13665,loh,O
13662,13666,useles trashg,E
13663,13667,:D,O
13664,13668,o0o?|,O
13665,13669,spec ult way too early [SEPA] gave it away,O
13666,13670,fucking dogshit,E
13667,13671,nah [SEPA] we all start somewhere [SEPA] ill report u ?,A
13668,13672,win [SEPA],O
13669,13673,gg,O
13670,13674,game,O
13671,13675,nice one la pudge [SEPA] HAHHAHAHA,O
13672,13676,pleease,O
13673,13677,ez,I
13674,13678,DDD,E
13675,13679,what? I didnt unpause a single time,A
13676,13680,hahaha,O
13677,13681,i am crying like a girl [SEPA] ( [SEPA] but i hate lose [SEPA] games,O
13678,13682,haha,O
13679,13683,miss,O
13680,13684,lmao,O
13681,13685,lol,O
13682,13686,i get 3-0 top vs 2 [SEPA] jukes for days,O
13683,13687,you're support 4.5 right,O
13684,13688,wp magnius,O
13685,13689,HA,O
13686,13690,wtf ))))))))))))),O
13687,13691,team invis bastards?,E
13688,13692,wp guys,O
13689,13693,go finish,O
13690,13694,AA,O
13691,13695,yea,O
13692,13696,Still farming,O
13693,13697,lol,O
13694,13698,haha,O
13695,13699,its injoker,O
13696,13700,noob shit,E
13697,13701,who unpoused?,O
13698,13702,just reconnecting,A
13699,13703,noob od,E
13700,13704,wisp trash [SEPA] cm 200,E
13701,13705,get top [SEPA] bot i ment,O
13702,13706,mad cause bad?,O
13703,13707,wp riki,O
13704,13708,|faggot [SEPA] FAGGOTS,E
13705,13709,es ur echo is cd,O
13706,13710,&zeus,O
13707,13711,WHEN I GOING SOLOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO [SEPA] VS ONE DUALLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLL [SEPA] AND ALL MY JUNGLE ITS WARDED ALL GAME,O
13708,13712,noob team fuck you suck :D :D,E
13709,13713,275 hp [SEPA] Hahaha [SEPA] def hahahahahaha,O
13710,13714,all ulti for CK [SEPA] new meta,O
13711,13715,pause,A
13712,13716,comeback [SEPA] ez,I
13713,13717,LOL,O
13714,13718,tear rolling down my face sry [SEPA] tears*,O
13715,13719,zzzz [SEPA] ahaha,O
13716,13720,Sf noob [SEPA] and magnus,E
13717,13721,yeah but [SEPA] you're like 2.2,O
13718,13722,ITS OK,O
13719,13723,F[f[ [SEPA] F{f[ [SEPA] lol [SEPA] easy,O
13720,13724,;DDD,O
13721,13725,haha,O
13722,13726,about your blademail,O
13723,13727,^^,O
13724,13728,Puck quit dota,I
13725,13729,EZ MID [SEPA] EZ MIND,I
13726,13730,gg [SEPA],O
13727,13731,FUCKING ELDER,E
13728,13732,ez bait,I
13729,13733,sigh,O
13730,13734,[SEPA] pro pause,A
13731,13735,meh,O
13732,13736,the hell ? [SEPA] y left? [SEPA] i said pause please [SEPA] the fuck [SEPA] this dota got bug [SEPA] then i need to restart [SEPA] the fuck dont u wait?,E
13733,13737,;p,O
13734,13738,gg,O
13735,13739,i have my misses coming over in 15 [SEPA] ffs,O
13736,13740,ggg,O
13737,13741,rekt [SEPA] easy [SEPA] omni pick= free mmr [SEPA] lol [SEPA] lol,O
13738,13742,Namaste,O
13739,13743,i know,O
13740,13744,420 [SEPA] kda,O
13741,13745,ggwp,O
13742,13746,didnt need to,O
13743,13747,u dont but other do lah,O
13744,13748,I play am,O
13745,13749,why the fucjk %20 packet los [SEPA] holy shit,E
13746,13750,bored,O
13747,13751,ez bot,I
13748,13752,ROFL,O
13749,13753,FCK,O
13750,13754,key word,O
13751,13755,lol,O
13752,13756,sup,O
13753,13757,if phoenix had shiva+mek\pipe\greaves\vlads i would be more chanses [SEPA] and refresh,O
13754,13758,[SEPA] 5mins,O
13755,13759,wtf happend,O
13756,13760,u giv me better [SEPA] u r fat,O
13757,13761,u see your heroes?,O
13758,13762,auto attack plus satanic,O
13759,13763,nice,O
13760,13764,H@H@H@H@H [SEPA] meepo 2500 [SEPA] mmr [SEPA] GG [SEPA] mepoo 2500 win slark 5k,O
13761,13765,ayy lmao,O
13762,13766,INTROBOYS,O
13763,13767,WP!,O
13764,13768,lol [SEPA] :D,O
13765,13769,fuck you,E
13766,13770,omg noobs,E
13767,13771,:D,O
13768,13772,jugg? [SEPA] now diam already?> [SEPA] act throw? [SEPA] hi noob jugg [SEPA] just not bark?,E
13769,13773,why?,O
13770,13774,free mmr [SEPA] ty,O
13771,13775,no chill,O
13772,13776,we have monkey,O
13773,13777,NOOB LION -.-,E
13774,13778,yeah fuck you mirana [SEPA],E
13775,13779,Rude [SEPA] can u just play the gae [SEPA] game,O
13776,13780,Still wanna win ??,O
13777,13781,fre dance,O
13778,13782,HAAHA,O
13779,13783,es counters everything,O
13780,13784,OKY,O
13781,13785,this wr,O
13782,13786,pay internet bills please,O
13783,13787,it's ability abuse [SEPA] he paused and said 'storm is jumping' [SEPA] and 'wait',A
13784,13788,go end it [SEPA] undy afk at lane in tress,A
13785,13789,ez,I
13786,13790,timing,O
13787,13791,OKEY [SEPA] WP 5K,O
13788,13792,EZ,I
13789,13793,b8,O
13790,13794,gg,O
13791,13795,rofl;,O
13792,13796,"hey alch, whats",O
13793,13797,nob,E
13794,13798,hahaha,O
13795,13799,ty,O
13796,13800,30 sec,O
13797,13801,doom picker? fite me irl,O
13798,13802,told [SEPA] uy,O
13799,13803,REPORT ALCHE [SEPA] FUCKING SHIT,E
13800,13804,7-Aug,O
13801,13805,glgl,O
13802,13806,cepet2 di makan [SEPA] hah,O
13803,13807,fuck u all,E
13804,13808,ok,O
13805,13809,u eat them? [SEPA] did u?,O
13806,13810,EALLY? [SEPA] PAKYU,O
13807,13811,pc really?,O
13808,13812,xd,O
13809,13813,gg wp,O
13810,13814,lolk [SEPA] GBAHA,O
13811,13815,gg,O
13812,13816,ggwp,O
13813,13817,zz,O
13814,13818,pro tip [SEPA] dagger the wisp,O
13815,13819,really/,O
13816,13820,go rs,O
13817,13821,wp,O
13818,13822,:s [SEPA] ez feedeen [SEPA] feed [SEPA] pff [SEPA] 5-12,E
13819,13823,just finish this nonsense [SEPA] my team is clueless,E
13820,13824,:D [SEPA] Hell yeah,O
13821,13825,lol,O
13822,13826,Gg,O
13823,13827,lol,O
13824,13828,}ok I tell you,O
13825,13829,plz pause,A
13826,13830,wait,A
13827,13831,noob,E
13828,13832,why pick cm after ww raptor [SEPA] ?_?,O
13829,13833,ez,I
13830,13834,wtf,O
13831,13835,gg ady,O
13832,13836,impossible to see lol [SEPA] HAHAHA [SEPA] Why you gotta be so rudee,O
13833,13837,good rotation ember,O
13834,13838,zeus [SEPA] oruspı cpcugu [SEPA] GO END [SEPA] [SEPA] GO END PLEASE GO END [SEPA] FUCKNG NOOB ZEUS,E
13835,13839,yep:)),O
13836,13840,and coming top lost it for u [SEPA] lol is he really? [SEPA] was he good?,O
13837,13841,you are not letting us,O
13838,13842,desperate move,O
13839,13843,nice joke,O
13840,13844,And have the fucking respect for a girl you fucking gay shit,E
13841,13845,ahmed [SEPA] fuck u [SEPA] arab,E
13842,13846,alche only one carrying,O
13843,13847,we know that u are retard [SEPA] u can shut up [SEPA] and we gonna still know that,E
13844,13848,i realy hate lose,O
13845,13849,fuck u dazzle [SEPA] i hate u,E
13846,13850,poor alche,O
13847,13851,2 15 [SEPA] 2 16,I
13848,13852,we dont [SEPA] Cuz u noob,E
13849,13853,Sad jug,O
13850,13854,commit sudoku,O
13851,13855,ggwp,O
13852,13856,vote trump,O
13853,13857,haha,O
13854,13858,wtf,O
13855,13859,brutal,O
13856,13860,[SEPA] spec [SEPA] noob,E
13857,13861,easy sven,O
13858,13862,axe is shit,E
13859,13863,gg,O
13860,13864,Feed courier,E
13861,13865,report him,A
13862,13866,I Can go suicide now .,I
13863,13867,gg,O
13864,13868,I COMMEND YOU,A
13865,13869,y [SEPA] sure,O
13866,13870,yes,O
13867,13871,report sniper [SEPA] and sniper delete dota pls,E
13868,13872,fuck you,E
13869,13873,Aw,O
13870,13874,please dk...,O
13871,13875,dusa you're sucks,E
13872,13876,u guys we people la [SEPA] commend us all,A
13873,13877,twitch tv/laspelaps,O
13874,13878,+,O
13875,13879,still def wew,O
13876,13880,He can pick his tinker 24/7 in low priority,I
13877,13881,!@#!@#!@# [SEPA] !@#!#!@#!@# [SEPA] #!@#!@#!@,O
13878,13882,implying that spectre is bad [SEPA] im just saying [SEPA] dont talk shit,E
13879,13883,rofl,O
13880,13884,[SEPA] 2-7 [SEPA] omg,I
13881,13885,fuck you,E
13882,13886,tracks <3,O
13883,13887,we have a retarded sniper who literally ks's everything and he has fucking treads and shadow amulet [SEPA] zeus is equally as pinoy,E
13884,13888,ez,I
13885,13889,gg [SEPA] wow [SEPA] 85 mins [SEPA] wtf,O
13886,13890,connecting [SEPA] his already conecting,O
13887,13891,NO AA ULTI,O
13888,13892,g,A
13889,13893,wait pls,A
13890,13894,I can now see why we are losing,O
13891,13895,no money [SEPA] NO TIME,O
13892,13896,"i doom you, you're out of the fight [SEPA] and your lost the fight",O
13893,13897,WHAT?,O
13894,13898,gg [SEPA] wp,O
13895,13899,lmao,O
13896,13900,[SEPA] game [SEPA] try [SEPA] but ember no reconnet,A
13897,13901,?,O
13898,13902,2,O
13899,13903,right,O
13900,13904,aw hurts,O
13901,13905,gg,O
13902,13906,GG,O
13903,13907,^^,O
13904,13908,ez [SEPA] ez [SEPA] qop [SEPA] Y? [SEPA] ez [SEPA] noob [SEPA] team,E
13905,13909,:(,O
13906,13910,GEGE WEPE,O
13907,13911,ok,O
13908,13912,its favor to you [SEPA] im thrower [SEPA] GO END,O
13909,13913,rip,O
13910,13914,THANKS,O
13911,13915,LMAO,O
13912,13916,omg [SEPA] how [SEPA] u fuck,E
13913,13917,y no fuck,E
13914,13918,why ?,O
13915,13919,ggwp,O
13916,13920,report am [SEPA] and bh [SEPA] plz [SEPA] thx,A
13917,13921,r u guys together?,O
13918,13922,they force picked me,O
13919,13923,GG,O
13920,13924,DONT TALK,O
13921,13925,u favorite,O
13922,13926,nope,O
13923,13927,a sec [SEPA] mouse fix,O
13924,13928,what are u doıng,O
13925,13929,tiny,O
13926,13930,see what sk,O
13927,13931,[SEPA] Ez mid,I
13928,13932,fucking dark seer,E
13929,13933,finish,O
13930,13934,lol [SEPA] lion [SEPA] want bkb,O
13931,13935,GG,O
13932,13936,this,O
13933,13937,more,O
13934,13938,I have a of McDonald's fans,O
13935,13939,wat? [SEPA] [SEPA] stpuid,E
13936,13940,nice [SEPA] gg,O
13937,13941,lol am buy wards sentry [SEPA] plebs [SEPA] LOL [SEPA] LOL [SEPA] LOL,O
13938,13942,noob idiot,E
13939,13943,hehe,O
13940,13944,wtf,O
13941,13945,8 health,O
13942,13946,slardar u said u go afk [SEPA] u lie,A
13943,13947,[SEPA] ez game [SEPA] 4 slot 22 min [SEPA] push pls,I
13944,13948,team are feeding hard,I
13945,13949,Noob,E
13946,13950,ez carries,I
13947,13951,you better should,O
13948,13952,GGWP,O
13949,13953,i raped am mother,E
13950,13954,gg,O
13951,13955,Hahaha,O
13952,13956,XD,O
13953,13957,(:,O
13954,13958,Report razor stole my damage,A
13955,13959,no contribution,O
13956,13960,GG WP [SEPA] AM didnt wanna,O
13957,13961,SECPLS,O
13958,13962,amazing comeback :3,O
13959,13963,haha,O
13960,13964,end,O
13961,13965,we won,O
13962,13966,COMMEND [SEPA] ME [SEPA] LOLZ,A
13963,13967,go go [SEPA] glboys,O
13964,13968,gg,O
13965,13969,arrow na,O
13966,13970,Awwww,O
13967,13971,y,O
13968,13972,bothrunes are mine -.-,O
13969,13973,Sodium Chloride,O
13970,13974,with aghanim think he is zoro,O
13971,13975,ez,I
13972,13976,worth,O
13973,13977,FYUCK [SEPA] wp me?,O
13974,13978,walamak,O
13975,13979,nice ulti qop,O
13976,13980,WJAT,O
13977,13981,ez,I
13978,13982,Report purple for feeding,A
13979,13983,never seen a bloodseeker so shit all over the game good shit bro,E
13980,13984,Easy game haha,I
13981,13985,WHAT?,O
13982,13986,rekt cunts,E
13983,13987,:D,O
13984,13988,Ez,I
13985,13989,team,O
13986,13990,pls,O
13987,13991,finish faster,O
13988,13992,k [SEPA] then what?,O
13989,13993,GEEGE,O
13990,13994,fuck this team,E
13991,13995,ez,I
13992,13996,gg jugger,O
13993,13997,gg germany,O
13994,13998,comme [SEPA] ^^,O
13995,13999,erz DK,I
13996,14000,hahha,O
13997,14001,WUT,O
13998,14002,in 50 secs..,O
13999,14003,maybe,O
14000,14004,GG,O
14001,14005,hahaha [SEPA] k [SEPA] lol [SEPA] hi,O
14002,14006,Lol,O
14003,14007,unlucky u then,O
14004,14008,why sia,O
14005,14009,2 vs 1 [SEPA] gg,O
14006,14010,never [SEPA] just finish,O
14007,14011,eh?,O
14008,14012,HAHAHA,O
14009,14013,and stuff,O
14010,14014,HAHAHA,O
14011,14015, [SEPA] Mistake,O
14012,14016,GLHF!,O
14013,14017,noooooooooooooooo,O
14014,14018,okay we wait [SEPA] but pls guys [SEPA] report yellow [SEPA] he is cancer,A
14015,14019,WELL [SEPA] GOOD GAME [SEPA] BUT HUSKAR REALLY,O
14016,14020,yes i know [SEPA] dont blame me [SEPA] i was first pick,O
14017,14021,hahaha,O
14018,14022,?,O
14019,14023,fy [SEPA] :D,O
14020,14024,,O
14021,14025,i`m dead :D,O
14022,14026,haha,O
14023,14027,what i feed so much,O
14024,14028,XD,O
14025,14029,NOOOOO [SEPA] i was typing,O
14026,14030,gg,O
14027,14031,rofl trash wants to report me,E
14028,14032,just rekted you way too bad [SEPA] 2 16 and still owned your ass,E
14029,14033,gg,O
14030,14034,Fuk la pause,A
14031,14035,end u deff [SEPA] wtf,O
14032,14036,tits qop?,O
14033,14037,ez arrow,I
14034,14038,lol,O
14035,14039,Lol,O
14036,14040,lmfao,O
14037,14041,AHGAHA,O
14038,14042,HZ,O
14039,14043,new meta?,O
14040,14044,u noob [SEPA] don blame ur teammate,E
14041,14045,hurry gyus,O
14042,14046,Ya sure,O
14043,14047,ty hhaa,O
14044,14048,ez,I
14045,14049,EZA [SEPA] TY! [SEPA] free commend!,E
14046,14050,im lagging bro,O
14047,14051,gg,O
14048,14052,report invok,A
14049,14053,except a cock in his mouth,E
14050,14054,learn english sf,E
14051,14055,gg,O
14052,14056,gg,O
14053,14057,[SEPA] report pudge and am pls,A
14054,14058,never give u[p,O
14055,14059,not yet 40min [SEPA] can ez,I
14056,14060,pa,O
14057,14061,lol glad u were so fed tb,O
14058,14062,if you win,O
14059,14063,haha,O
14060,14064,scare,O
14061,14065,haha,O
14062,14066,gg wp,O
14063,14067,Ez,E
14064,14068,GGWP,O
14065,14069,ez,I
14066,14070,you want to bait me there so much rubick :3,O
14067,14071,okay 1:30 sec,A
14068,14072,FUCK YOUR WARD,E
14069,14073,THAT'S ME,O
14070,14074,haha,O
14071,14075,report [SEPA] feeder noob,E
14072,14076,LOL that guy got queue ban [SEPA] and he still in the game [SEPA] volvo [SEPA] p[lease,O
14073,14077,Sad [SEPA] why,O
14074,14078,die* [SEPA] Minglee,I
14075,14079,LOL,O
14076,14080,haha,O
14077,14081,our plan is make u all aim me [SEPA] then spec fat,O
14078,14082,TT{_T},O
14079,14083,gg,O
14080,14084,i alrd report slar,A
14081,14085,8wins streak got broke [SEPA] im done for,O
14082,14086,why u always lyin [SEPA] mmmmmmmmmmmmmmmmmmmmmmmmmmmohmygod [SEPA] stop fukin lyin,O
14083,14087,gays?,O
14084,14088,ggwp [SEPA] me,O
14085,14089,commend pls,A
14086,14090,aw [SEPA] it burns,O
14087,14091,ITS MIND GAMES,O
14088,14092,got no time for that shit,E
14089,14093,reported :),A
14090,14094,ty for the rp,O
14091,14095,not dc right?,O
14092,14096,ma bad,O
14093,14097,rs,O
14094,14098,thanks for snip safe lane,O
14095,14099,tissue,O
14096,14100,? [SEPA] gg?,O
14097,14101,PLZ COMEND,A
14098,14102,ez,I
14099,14103,COME AND EATH MY DIVCK,E
14100,14104,report [SEPA] report [SEPA] jajajajajaaj,A
14101,14105,ty,O
14102,14106,thanks,O
14103,14107,kogut kogut?,O
14104,14108,gg,O
14105,14109,:),O
14106,14110,this wooden [SEPA] sorry [SEPA] haha,O
14107,14111,ur fucking ded champ,E
14108,14112,gg,O
14109,14113,:(,O
14110,14114,w8 pls,A
14111,14115,mga bogo,O
14112,14116,5 melee [SEPA] in the fucking DOTA 2 history,E
14113,14117,3 tards in team and its gg.,E
14114,14118,WTF? [SEPA] YOU'RE ARMOURE [SEPA] LESS,O
14115,14119,well 2 greedy tbh,O
14116,14120,kk,O
14117,14121,10 more to go [SEPA] 9 [SEPA] 8 [SEPA] 7 [SEPA] 6,O
14118,14122,how many gorillas are you?,O
14119,14123,Why,O
14120,14124,that hook was op [SEPA] ogre hook,O
14121,14125,commend u friendly,A
14122,14126,end,O
14123,14127,[SEPA] mad qop coz she lost game,I
14124,14128,end pls tinker noob,E
14125,14129,LIAR,O
14126,14130,n-no,O
14127,14131,going sumwer?,O
14128,14132,gg,O
14129,14133,bitch,E
14130,14134,hi,O
14131,14135,10 deaths [SEPA] noob,E
14132,14136,reported [SEPA] poa [SEPA] see this noob pa,E
14133,14137,GG [SEPA] WP,O
14134,14138,FFS REPORT DROW [SEPA] HE WONT CARE,A
14135,14139,run,O
14136,14140,your base [SEPA] lmao,O
14137,14141,Yolo,O
14138,14142,ITS OVER DUDE,O
14139,14143,"ITS ALWAYS U, SEE! [SEPA] ur mlg plays",O
14140,14144,ez,I
14141,14145,gg wp,O
14142,14146,COME IN,O
14143,14147,hence i didnt really,O
14144,14148,always get these party rating,O
14145,14149,thats me,O
14146,14150,3 noob,E
14147,14151,<3,O
14148,14152,im coming [SEPA] dont hurt mer,O
14149,14153,lol,O
14150,14154,gg all,O
14151,14155,k,O
14152,14156,WAIT,O
14153,14157,gg wp,O
14154,14158,elegiggle,O
14155,14159,kill me [SEPA] team just wanna fuck me,E
14156,14160,ur fucking idiot!,E
14157,14161,rosh [SEPA] fast [SEPA] fast,O
14158,14162,[SEPA] we w8 u,A
14159,14163,ez,I
14160,14164,void noob,E
14161,14165,[SEPA] Easiest game,E
14162,14166,q mrd m hechas la culpa de tu error mrd,O
14163,14167,nap,O
14164,14168,+,O
14165,14169,yah :(,O
14166,14170,AGAGA,O
14167,14171,OP,O
14168,14172,wat [SEPA] that one i cant even run,O
14169,14173,y,O
14170,14174,lol [SEPA] its already recorded bro,O
14171,14175,FUCKING WW [SEPA] FUCK U [SEPA] i hate fucking picks like that [SEPA] literally oh ima pick the match up after some1 pick something,E
14172,14176,no,O
14173,14177,u play dota,O
14174,14178,REPORT SF,A
14175,14179,what a chrono,O
14176,14180,gg,O
14177,14181,fck [SEPA] no bully pls,E
14178,14182,bat ):,O
14179,14183,lol,O
14180,14184,omni is <3,O
14181,14185,ez mmr guys?),I
14182,14186,he leave,O
14183,14187,i dont have time [SEPA] sorr,O
14184,14188,AA?,O
14185,14189,Report this shit,E
14186,14190,gg,O
14187,14191,lol [SEPA] sad,O
14188,14192,EZ,I
14189,14193,try it,O
14190,14194,GGWP,O
14191,14195,CAN U JUST END,O
14192,14196,viper lord [SEPA] king player,O
14193,14197,Noob troll [SEPA] Only,E
14194,14198,ez mmr,I
14195,14199,SHIT [SEPA] 100% basher?,E
14196,14200,i didn't need it lol,O
14197,14201,yeh alrigfht buddy,O
14198,14202,gg,O
14199,14203,SF >?,O
14200,14204,wont unpause,A
14201,14205,?,O
14202,14206,LOL [SEPA] VIPER THUGHT HES A GOD [SEPA] THOUGHT,O
14203,14207,where is this,O
14204,14208,omg rosh [SEPA] .-D,O
14205,14209,this [SEPA] XDDDDD [SEPA] pugna good [SEPA] good though [SEPA] hmm maby just 2 can lose a game,O
14206,14210,very bad lag [SEPA] bl 50 ?,O
14207,14211,cw reported,A
14208,14212,fuck u Sniper,E
14209,14213,SHIT POO,E
14210,14214,GG,O
14211,14215,ha,O
14212,14216,wtf jugg,E
14213,14217,THAT TIMBER [SEPA] i save him [SEPA] but he is stupid [SEPA],E
14214,14218,gg wp,O
14215,14219,nmore more,O
14216,14220,hahaha [SEPA] so mad [SEPA] hahaha,O
14217,14221,=),O
14218,14222,hmmmmmmm [SEPA] easy,O
14219,14223,3min,A
14220,14224,he keeps on quitting lol,O
14221,14225,No pause,A
14222,14226,slow hands,O
14223,14227,cuz not one pick suppp [SEPA] see my team',O
14224,14228,and druid,O
14225,14229,U shit,E
14226,14230,gg,O
14227,14231,shhh [SEPA] [SEPA] Sshh,O
14228,14232,not you sf ofc,O
14229,14233,gg,O
14230,14234,zz,O
14231,14235,w,O
14232,14236,?,O
14233,14237,hate me ha [SEPA] olo bh solo chrono hate me ha?,O
14234,14238,ggwp,O
14235,14239,invoker mid,O
14236,14240,hard throw,O
14237,14241,aegis [SEPA] get the fk out,E
14238,14242,WOW!,O
14239,14243,haahahaha [SEPA] CRY ASSHOLES [SEPA] kraaaaaay,E
14240,14244,ahaha [SEPA] hahaha,O
14241,14245,?,O
14242,14246,ggwp,O
14243,14247,))))))))),O
14244,14248,just hoenst,O
14245,14249,ty,O
14246,14250,ggwp [SEPA] end straight,O
14247,14251,hard [SEPA] really hard,O
14248,14252,AND U WIN DOTA [SEPA] MEGA CREEPS),O
14249,14253,"shut up, moron",E
14250,14254,gg,O
14251,14255,gg wp,O
14252,14256,talo,O
14253,14257,EZ MMRMRR,I
14254,14258,fuck you man [SEPA] this sb tilting [SEPA] always going for me,E
14255,14259,haha [SEPA] bobo talaga,O
14256,14260,.,O
14257,14261,U SO GOOD YES,O
14258,14262,hha,O
14259,14263,I dont even have eyes and i can see past your bull shit,E
14260,14264,cumback,O
14261,14265,old dendi,O
14262,14266,messi,O
14263,14267,tahaha [SEPA] dota 1st before date [SEPA] bruhh [SEPA] wahaha,O
14264,14268,L O L 3 M I D,O
14265,14269,why [SEPA] sniper fb aldı amk,O
14266,14270,D:,O
14267,14271,hahah,O
14268,14272,theres your problem [SEPA] you have windows 10,O
14269,14273,feel free to report him,A
14270,14274,g [SEPA] g,A
14271,14275,your supports failed in that regard,O
14272,14276,gg wp,O
14273,14277,ggwp,O
14274,14278,jukt,O
14275,14279,hanged,O
14276,14280,how bet the coins? [SEPA] aw,O
14277,14281,ez,I
14278,14282,EZ PERRUUUUUUU,E
14279,14283,u got raped lmfao,E
14280,14284,me no def [SEPA] team retarded [SEPA] goo end [SEPA] or me ffed?,E
14281,14285,die!@,O
14282,14286,Great idea lc,O
14283,14287,s,O
14284,14288,rekt,O
14285,14289,report tinker?,A
14286,14290,gg,O
14287,14291,gg.,O
14288,14292,noT WODDEN BRO LOL,O
14289,14293,5minutes i guess,O
14290,14294,say it your bx,O
14291,14295,KID,I
14292,14296,DW ILL CUT THAT PART OUT HHAHA,O
14293,14297,hha [SEPA] fking ez game,E
14294,14298,go push,O
14295,14299,no it wasnt,O
14296,14300,incompetent,O
14297,14301,u have learned nothin,O
14298,14302,its a fact,O
14299,14303,ROFL,O
14300,14304,a kids,I
14301,14305,GG WP [SEPA] LOL TO WK AND TREANT,O
14302,14306,HAAHAHAHA,O
14303,14307,alright that's good,O
14304,14308,"a bit [SEPA] high ground right now so yes, i'm hihg",O
14305,14309,OK [SEPA] WTF,O
14306,14310,dagon np and es carry in one game,O
14307,14311,im stress,O
14308,14312,so easy lanes still lose? [SEPA] lol\ [SEPA] delete dota,I
14309,14313,no tears,O
14310,14314,wr invis,O
14311,14315,...,O
14312,14316,no the condom lost [SEPA] the one your parents used,E
14313,14317,dno [SEPA] legion saatnic,O
14314,14318,feeDER ALCH,I
14315,14319,thrower,O
14316,14320,alright boys [SEPA] who is rdy for some doto,O
14317,14321,gg,O
14318,14322,NO PAUSE ANJING [SEPA] TOLOL,A
14319,14323,:D,O
14320,14324,jut watch this pa [SEPA] look at this [SEPA] and he wards [SEPA] and ukltimate,I
